"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response"
"","","","","","video-keyboard-response","30","950029","0.0-18.0-1.1","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","31","952031","0.0-18.0-2.1","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","32","962148","0.0-18.0-3.1","10116","Would the ball have scored if you moved that way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowright"
"","","","","","html-keyboard-response","33","968049","0.0-18.0-0.2-0.2","5900","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","34","978060","0.0-18.0-1.2","null","[""video/missthisway.mp4""]","null"
"","","","","","html-keyboard-response","35","980063","0.0-18.0-2.2","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","36","985760","0.0-18.0-3.2","5696","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowleft"
"","","","","","html-keyboard-response","37","991940","0.0-18.0-0.3-0.3","6179","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","38","1001954","0.0-18.0-1.3","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","39","1003957","0.0-18.0-2.3","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","40","1028522","0.0-18.0-3.3","24563","What made the ball miss?<div style='position: absolute; left: 250px'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='position: absolute; left: 600px; top: 400 px'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='position: absolute; left: 600px; bottom: 100 px;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowleft"
"","","","","","html-keyboard-response","41","1032494","0.0-18.0-0.4-0.4","3970","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","42","1042508","0.0-18.0-1.4","null","[""video/missthisway.mp4""]","null"
"","","","","","html-keyboard-response","43","1044513","0.0-18.0-2.4","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","44","1054789","0.0-18.0-3.4","10274","What made the ball miss?<div style='position: absolute; left: 250px'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='position: absolute; left: 600px; top: 400 px'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='position: absolute; left: 600px; bottom: 100 px;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowleft"
"","","","","","html-keyboard-response","45","1059188","0.0-18.0-0.5-0.5","4398","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","46","1069201","0.0-18.0-1.5","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","47","1071202","0.0-18.0-2.5","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","48","1080815","0.0-18.0-3.5","9612","What made the ball score?<div style='position: absolute; left: 250px'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='position: absolute; left: 600px; top: 400 px'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='position: absolute; left: 600px; bottom: 100 px;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowleft"
"","","","","","html-keyboard-response","49","1085285","0.0-18.0-0.6-0.6","4469","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","50","1095296","0.0-18.0-1.6","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","51","1097299","0.0-18.0-2.6","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","52","1102994","0.0-18.0-3.6","5694","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowright"
"","","","","","html-keyboard-response","53","1109146","0.0-18.0-0.7-0.7","6151","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","54","1119170","0.0-18.0-1.7","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","55","1121172","0.0-18.0-2.7","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","56","1126112","0.0-18.0-3.7","4939","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowright"
"","","","","","html-keyboard-response","57","1130038","0.0-18.0-0.8-0.8","3925","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","58","1140060","0.0-18.0-1.8","null","[""video/missthisway.mp4""]","null"
"","","","","","html-keyboard-response","59","1142067","0.0-18.0-2.8","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","60","1153658","0.0-18.0-3.8","11591","Would the ball have scored if you moved that way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowright"
"","","","","","html-keyboard-response","61","1158039","0.0-18.0-0.9-0.9","4379","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","62","1168060","0.0-18.0-1.9","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","63","1170063","0.0-18.0-2.9","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","64","1179134","0.0-18.0-3.9","9069","What made the ball score?<div style='position: absolute; left: 250px'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='position: absolute; left: 600px; top: 400 px'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='position: absolute; left: 600px; bottom: 100 px;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowleft"
"","","","","","html-keyboard-response","65","1182885","0.0-18.0-0.10-0.10","3751","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","66","1192907","0.0-18.0-1.10","null","[""video/missthisway.mp4""]","null"
"","","","","","html-keyboard-response","67","1194910","0.0-18.0-2.10","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","68","1203537","0.0-18.0-3.10","8626","Would the ball have scored if you moved that way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowleft"
"","","","","","html-keyboard-response","69","1207345","0.0-18.0-0.11-0.11","3807","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","70","1217346","0.0-18.0-1.11","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","71","1219354","0.0-18.0-2.11","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","72","1226996","0.0-18.0-3.11","7641","Would the ball have scored if you moved this way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowright"
