"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response"
"","","","","","video-keyboard-response","22","638254","0.0-15.0-1.3","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","23","693683","0.0-16.0","55427","
  <p> After you see whether the ball scores or misses, you will be asked a question. To pick your answer, choose the arrow button on the same side as the correct response.</p>
  <p>If you are asked <strong>Remember</strong>, your question will ask you to remember which way the ball moved.</p>
  <p>If you are asked <strong>What if?</strong>, your question will ask you to answer what would have happened if that ball had gone the other way.</p>
  <p>If you are asked <strong>Cause</strong>, your question will ask you to answer what caused the ball to score or miss.</p>
  <p>Press any key to continue </p>","i"
"","","","","","html-keyboard-response","24","720614","0.0-17.0","26929","
  <p>Nice job! Are you ready to play? Now you get to choose which way the ball will move, but you <strong>won't know which room the ball will be in</strong>! Try to make the ball score! Do you have any questions? </p>
  <p>Press any key to continue </p>","l"
"","","","","","html-keyboard-response","25","726623","0.0-18.0-0.0-0.0","6006","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","26","736819","0.0-18.0-1.0","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","27","738821","0.0-18.0-2.0","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","28","762921","0.0-18.0-3.0","24096","What made the ball score?<div style='float: left;'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='float: right;'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='float: bottom;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowright"
"","","","","","html-keyboard-response","29","768969","0.0-18.0-0.1-0.1","6047","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","30","779149","0.0-18.0-1.1","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","31","781151","0.0-18.0-2.1","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","32","791022","0.0-18.0-3.1","9868","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowleft"
"","","","","","html-keyboard-response","33","798088","0.0-18.0-0.2-0.2","7062","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","34","808277","0.0-18.0-1.2","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","35","810279","0.0-18.0-2.2","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","36","845969","0.0-18.0-3.2","35687","Would the ball have scored if you moved this way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowright"
"","","","","","html-keyboard-response","37","859389","0.0-18.0-0.3-0.3","13417","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","38","869569","0.0-18.0-1.3","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","39","871571","0.0-18.0-2.3","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","40","875472","0.0-18.0-3.3","3899","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowleft"
"","","","","","html-keyboard-response","41","877764","0.0-18.0-0.4-0.4","2290","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","42","887947","0.0-18.0-1.4","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","43","889951","0.0-18.0-2.4","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","44","904776","0.0-18.0-3.4","14823","Would the ball have scored if you moved this way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowleft"
"","","","","","html-keyboard-response","45","911730","0.0-18.0-0.5-0.5","6953","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","46","921919","0.0-18.0-1.5","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","47","923919","0.0-18.0-2.5","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","48","931454","0.0-18.0-3.5","7533","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowright"
"","","","","","html-keyboard-response","49","935226","0.0-18.0-0.6-0.6","3770","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","50","945415","0.0-18.0-1.6","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","51","947417","0.0-18.0-2.6","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","52","956452","0.0-18.0-3.6","9033","Would the ball have scored if you moved this way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowright"
"","","","","","html-keyboard-response","53","963815","0.0-18.0-0.7-0.7","7360","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","54","974004","0.0-18.0-1.7","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","55","976006","0.0-18.0-2.7","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","56","1002163","0.0-18.0-3.7","26155","What made the ball score?<div style='float: left;'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='float: right;'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='float: bottom;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowright"
"","","","","","html-keyboard-response","57","1006776","0.0-18.0-0.8-0.8","4612","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowleft"
"","","","","","video-keyboard-response","58","1016958","0.0-18.0-1.8","null","[""video/missthisway.mp4""]","null"
"","","","","","html-keyboard-response","59","1018960","0.0-18.0-2.8","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","60","1024752","0.0-18.0-3.8","5791","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowleft"
"","","","","","html-keyboard-response","61","1034396","0.0-18.0-0.9-0.9","9643","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","62","1044598","0.0-18.0-1.9","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","63","1046600","0.0-18.0-2.9","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","64","1052960","0.0-18.0-3.9","6357","What made the ball miss?<div style='float: left;'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='float: right;'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='float: bottom;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowright"
"","","","","","html-keyboard-response","65","1057339","0.0-18.0-0.10-0.10","4375","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","66","1067536","0.0-18.0-1.10","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","67","1069540","0.0-18.0-2.10","null","<p>Cause</p>","null"
"","","","","","html-keyboard-response","68","1079762","0.0-18.0-3.10","10220","What made the ball miss?<div style='float: left;'><img src='img/LAMI-kids-ball.png'></img></div>
      <div style='float: right;'><img src='img/LAMI-kids-blue.png' width = ""300px""></img></div>
      <div style='float: bottom;'><img src='img/LAMI-kids-pink.png' width = ""300px""></img></div>","arrowright"
"","","","","","html-keyboard-response","69","1089026","0.0-18.0-0.11-0.11","9262","<p>Do you want the ball to go this way or that way?</p>
      <p>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","70","1099225","0.0-18.0-1.11","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","71","1101226","0.0-18.0-2.11","null","<p>What If?</p>","null"
"","","","","","html-keyboard-response","72","1111467","0.0-18.0-3.11","10239","Would the ball have scored if you moved this way?<div style='float: center;'><img src='img/thumbsupdown.jpeg'></img></div>
      ","arrowleft"
