RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_DURATION	CURRENT_FIX_BLINK_AROUND	decision	video	outcome	prompt	answer
04	6	10	1345.30	819.00	17041	17142	102	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
04	6	11	1329.60	715.40	17162	17283	122	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
04	6	12	1046.90	439.90	17536	17828	293	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
04	6	13	-1192.60	240.80	18146	18273	128	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
04	6	14	755.20	489.60	18352	18426	75	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
04	7	1	1273.90	1408.10	13801	13838	38	BOTH	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	2	126.60	792.00	14090	14276	187	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	3	371.00	684.10	14320	14392	73	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	4	1123.90	1485.20	14619	14666	48	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	5	1301.10	1559.50	14738	15012	275	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	6	1587.50	1304.90	15043	15280	238	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	7	1551.00	1341.40	15306	15783	478	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	8	913.00	747.40	15857	15903	47	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	9	859.80	653.40	16083	16204	122	BOTH	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	10	1000.90	133.30	16415	16693	279	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	11	645.10	-141.60	16746	16920	175	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	12	550.40	-271.10	16952	17140	189	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	13	600.10	-329.60	17159	17378	220	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	14	591.80	-294.10	17399	17440	42	BOTH	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	15	33.70	-486.50	17672	17844	173	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	7	16	89.90	-494.20	17860	18223	364	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	8	1	980.40	546.00	13322	13780	459	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	2	1371.10	427.90	13950	14574	625	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	3	2116.20	126.10	14650	14859	210	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	4	1180.10	463.50	14933	15119	187	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	5	1383.80	477.80	15148	15359	212	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	6	1357.70	380.00	15382	15549	168	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	7	1309.60	201.40	15584	16044	461	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	8	1352.30	217.70	16078	17064	987	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	9	1253.20	169.60	17090	17304	215	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	10	1264.80	196.80	17326	17484	159	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	11	1035.20	395.60	17536	18048	513	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	12	1263.70	483.80	18446	18761	316	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	8	13	1366.40	315.90	18798	19338	540	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
04	9	1	821.00	581.70	13857	13997	141	BOTH	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	2	1129.00	387.90	14212	14413	202	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	3	1351.20	306.30	14450	14771	322	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	4	1230.60	301.90	14810	15268	459	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	5	1315.40	289.40	15305	15715	411	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	6	1296.00	276.60	15743	17092	1350	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	7	1175.70	379.10	17258	18745	1488	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	8	1586.90	404.70	18793	19105	313	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	9	586.80	394.70	19186	19758	573	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	9	10	431.60	218.30	19803	19890	87	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
04	10	1	358.40	472.00	17058	17776	719	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
04	10	2	668.20	314.70	17815	18091	277	AFTER	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
04	10	3	2924.40	1104.70	18256	18560	305	BOTH	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
04	10	4	2545.10	1442.10	18932	19046	115	BOTH	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
04	11	1	-108.00	740.80	14025	14340	316	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	2	607.90	552.00	14401	15275	875	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	3	307.00	553.60	15304	15736	433	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	4	594.90	398.20	15768	16040	273	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	5	548.70	354.90	16062	16911	850	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	6	1338.90	1887.50	18359	18390	32	BOTH	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	7	1229.60	1893.20	18898	18927	30	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	8	1190.10	1990.10	18941	18965	25	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	9	1244.70	1728.40	19714	19780	67	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	10	1246.20	1477.40	19789	19839	51	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	11	11	1322.60	1257.90	19859	19944	85	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
04	12	1	863.30	473.20	17872	20108	2237	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	2	809.40	422.70	20136	20654	519	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	3	787.00	394.70	20662	20737	76	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	4	803.30	410.70	20982	21187	206	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	5	843.60	508.40	21449	21953	505	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	6	817.50	749.30	22024	22066	43	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	7	715.50	581.00	22299	22436	138	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	8	788.70	871.70	22683	23280	598	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	9	914.90	656.30	23302	23477	176	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
04	12	10	926.20	756.40	23503	23767	264	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
01JM	1	1	475.40	269.80	36473	36993	521	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	2	7.50	9.00	37081	37224	144	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	3	-18.00	-116.20	37521	37765	245	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	4	79.00	-97.40	37788	39144	1357	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	5	34.20	-93.80	39164	39686	523	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	6	724.30	315.00	39751	40194	444	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	7	592.30	548.70	40231	40583	353	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	8	584.50	630.90	40603	41861	1259	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	9	1006.50	1044.80	41922	42212	291	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	1	10	1124.70	1096.10	42238	42415	177	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	2	1	980.50	529.30	17243	17320	78	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	2	547.80	1159.80	17384	17751	368	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	3	542.50	1221.50	17767	17989	223	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	4	698.30	1221.40	18016	18254	239	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	5	836.80	1227.60	18279	18495	217	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	6	947.90	467.80	18600	18985	386	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	7	510.40	921.10	19057	19249	193	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	8	809.10	1233.30	19298	19611	314	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	9	-61.40	-423.90	19814	19913	100	AFTER	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	10	-908.90	-673.30	19974	20167	194	BOTH	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	11	-65.40	-450.60	20696	20937	242	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	12	104.50	-93.70	20984	21225	242	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	13	82.50	-106.20	21249	21842	594	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	14	781.20	341.20	21901	22174	274	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	15	323.40	59.90	22224	22364	141	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	2	16	55.30	-47.30	22396	22729	334	AFTER	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
01JM	3	1	1158.30	675.10	15248	15436	189	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
01JM	3	2	451.80	139.40	15523	15653	131	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
01JM	3	3	-162.80	-214.20	15705	15867	163	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
01JM	3	4	77.70	-77.90	15907	16255	349	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
01JM	4	1	-254.20	474.00	15416	15678	263	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	2	-270.20	405.10	15704	16123	420	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	3	78.00	56.30	16177	16300	124	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	4	75.10	-148.10	16332	17043	712	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	5	-219.40	471.60	17105	17439	335	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	6	-266.30	404.90	17466	18616	1151	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	7	-278.50	380.60	18636	18904	269	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	8	-277.20	568.00	18996	19041	46	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	9	-286.40	432.10	19066	19375	310	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	10	-239.80	357.70	19399	19618	220	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	4	11	-262.80	373.90	19628	19961	334	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
01JM	6	1	1032.70	570.10	16460	17098	639	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
01JM	7	1	771.30	648.10	15931	16282	352	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	2	980.10	1272.80	16349	16832	484	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	3	896.50	155.80	18218	18509	292	BOTH	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	4	1237.30	1983.80	19422	19739	318	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	5	1186.40	1290.10	19782	19962	181	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	6	1187.00	1127.00	19983	20651	669	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	7	1176.40	1063.20	20674	20907	234	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	7	8	1127.40	1059.30	20927	21293	366	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	1	826.50	530.90	15434	15657	224	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	2	-516.50	-13.40	15802	16080	279	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	3	-52.90	372.50	16133	16392	260	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	4	-226.70	422.50	16416	17455	1040	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	5	87.10	8.60	17509	17647	139	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	6	133.80	-49.00	17672	18173	502	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	7	1045.50	1526.00	18396	18839	444	BOTH	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	8	1189.60	1693.20	19582	19823	242	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	9	1166.90	1283.90	19864	20069	206	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	10	1195.60	1181.20	20087	20481	395	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	11	1198.40	1084.60	20497	20857	361	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	12	-1185.80	40.70	21090	21111	22	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	13	-1280.40	-57.00	21128	21209	82	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	8	14	615.40	418.00	21317	21421	104	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
01JM	9	1	974.50	531.10	13432	13814	383	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	9	2	748.40	542.30	13852	14051	200	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	9	3	582.90	1272.50	14117	14364	248	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	9	4	894.90	1191.10	14406	14737	332	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	9	5	989.30	1148.50	14760	15101	342	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	9	6	1126.60	1099.30	15126	15315	190	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	9	7	1094.40	1090.40	15330	16483	1154	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	10	1	977.90	578.10	16530	17001	472	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	2	1394.90	1206.50	17055	17652	598	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	3	1180.40	2118.50	17706	17853	148	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	4	1201.20	1938.40	18876	19201	326	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	5	972.60	1301.10	19259	19544	286	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	6	1013.50	1068.90	19570	19926	357	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	7	999.60	459.90	20007	20348	342	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	10	8	1174.00	1669.30	21861	22279	418	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
01JM	11	1	931.00	467.90	14323	14614	292	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	2	-156.80	366.50	14683	14900	218	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	3	-224.70	421.70	14923	15127	205	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	4	864.10	464.90	15200	15644	445	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	5	802.10	601.40	15771	16079	309	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	6	1266.70	1637.60	16161	16523	363	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	7	1573.30	1224.80	16568	16950	383	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	8	1065.80	1124.30	16996	17273	278	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	9	1122.00	1040.70	17296	17584	289	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	10	1195.20	985.40	17605	17898	294	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	11	1163.90	824.30	17911	18588	678	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	11	12	1300.30	357.60	18602	18647	46	AFTER	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
01JM	12	1	1125.80	899.90	14132	14258	127	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	2	1118.10	1009.80	14283	14501	219	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	3	1072.30	448.00	14578	14778	201	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	4	1447.20	1200.50	14831	15081	251	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	5	1058.80	1013.60	15128	15286	159	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	6	1076.50	872.60	15302	15345	44	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	7	1165.80	909.20	15369	15423	55	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	8	1175.20	837.00	15439	15632	194	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	9	1250.70	651.70	15651	15698	48	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
01JM	12	10	1268.70	428.20	15716	15762	47	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
