RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_DURATION	CURRENT_FIX_BLINK_AROUND	decision	video	outcome	prompt	answer
1	2	8	588.2	769	11549	13243	1694	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	3	1	1165.5	539.8	4944	5165	222	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	2	1033.7	579.3	5206	6119	914	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	3	1167.9	345.7	6150	6505	356	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	4	1094.8	478.8	6530	6944	415	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	5	1200.7	368.5	6969	7457	489	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	6	1147.2	382.7	7490	7767	278	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	7	1225.2	304.5	7791	10179	2389	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	8	1268.6	294.5	10202	10916	715	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	9	1252.3	280.6	10928	10943	15	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	4	1	778.5	455.8	5341	5634	294	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	2	933.2	422.6	5675	5893	219	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	3	927.1	586.7	5923	6117	195	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	4	834.1	423.8	6349	7911	1563	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	5	693.5	301.5	7944	10528	2585	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	6	718.9	291.2	10699	10887	189	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	7	964.6	353.2	10928	11340	412	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	5	1	659.3	263	5115	5212	98	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	2	818	475.4	5268	5461	194	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	3	937.3	605.9	5500	5741	242	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	4	882.9	554.4	5773	6468	696	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	5	889.2	390.2	6506	6703	198	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	6	949.4	380.4	6727	7432	706	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	7	922.5	596	7641	7769	129	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	8	756.8	424.9	7797	8284	488	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	5	9	672.3	294.1	8318	11115	2797	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	1	815.9	509.2	6460	6803	344	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	2	881.3	586.7	6840	7908	1069	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	3	824.8	585.5	7918	7948	31	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	4	1396.8	575.7	8001	8462	462	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	5	1806.7	299.2	8517	8658	142	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	6	2075.9	268	8687	9200	514	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	7	828	374.6	9280	9487	208	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	8	750.6	354.7	9627	10457	831	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	9	661.2	256.2	10493	11602	1110	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	10	1452.7	995.5	11677	12301	625	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	6	11	774.2	1232	12352	12460	108	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	7	1	1214.4	207.2	5277	5475	199	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	2	1050.8	484.1	5523	5896	374	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	3	1029.3	535.8	5923	6492	570	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	4	1114.2	451.9	6515	7759	1245	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	5	1266.8	638.1	7797	8214	418	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	6	1373.5	725.7	8250	9345	1096	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	7	1353.9	733.1	9369	10040	672	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	8	1374	794.5	10059	11057	999	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	9	1376.2	819.2	11064	11277	213	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	1	984.9	440.5	5404	5835	432	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	2	1029.6	565.3	5861	6992	1132	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	3	1214.4	456.4	7019	8388	1370	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	4	1367.3	804.9	8424	9273	850	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	5	1541.3	1145.9	9314	9586	273	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	6	1376.8	720.5	9647	11404	1757	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	9	1	824.3	383.9	3432	3481	50	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	2	767.9	497.4	3520	3732	213	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	3	881.7	518.2	3768	3974	207	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	4	882.1	547.2	3998	5231	1234	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	5	937.4	402.2	5254	5577	324	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	6	950.6	405.9	5589	6038	450	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	7	739.1	395.6	6070	6848	779	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	8	637.3	308.1	6870	9431	2561	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	10	1	893	469.5	6263	6796	534	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	2	878.2	604.8	6822	7028	207	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	3	843.1	460	7228	8733	1506	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	4	702.4	589	8769	10032	1264	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	5	582.1	822.9	10071	10203	133	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	6	643.8	697.9	10227	10521	295	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	7	1109.2	1094.1	10577	10983	407	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	8	711.9	628.4	11054	11251	198	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	9	603	759.7	11278	11817	540	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	10	905.8	1143.8	11869	12262	393	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	11	1	1113.9	461	4323	4778	456	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	2	1002.6	560.9	4817	5867	1051	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	3	1170.2	474.9	5901	7138	1238	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	4	1338	644.7	7164	7599	436	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	5	1351.7	745.7	7620	9048	1429	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	6	1329.7	809.2	9071	9824	754	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	7	1562.8	1068.8	9861	10108	248	AFTER	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	12	1	767.2	372.8	4132	4434	303	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	2	913.5	422	4473	4664	192	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	3	873.5	557.5	4691	5483	793	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	4	908.7	379.1	5508	6255	748	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	5	795.6	401.2	6279	6859	581	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	6	656.5	319.6	6905	7227	323	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	7	714.6	321.1	7248	7859	612	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	8	699.1	292.8	7874	8835	962	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	9	653.3	314.5	8857	9336	480	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	10	916.6	356.7	9370	9657	288	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	11	689.1	279.1	9686	9968	283	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	12	983.1	366.4	10001	10132	131	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
2	1	1	992.9	618.5	25148	25540	393	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
2	1	2	847.5	484	25593	26414	822	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
2	1	3	765.6	537	26445	28084	1640	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
2	1	4	614.6	540.4	28128	28506	379	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
2	1	5	760.5	509.5	28553	28702	150	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
2	1	6	675.8	588.5	28740	29215	476	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
2	1	7	582.4	737.4	29254	29508	255	NONE	Left	LAMI-kids-left-missX.xvd	miss	Cause	Right
