RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_DURATION	CURRENT_FIX_BLINK_AROUND	decision	video	outcome	prompt	answer
4	5	17	773.8	483.6	19641	19698	58	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	18	786.8	478.5	19718	19785	68	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	19	782.9	301.8	19804	19870	67	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	20	426.8	161	19920	20104	185	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	21	-54	-168	20164	20287	124	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	22	55.2	-108.8	20328	20828	501	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	23	-130	-126.5	20978	21080	103	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	5	24	-83.4	-123.2	21102	21438	336	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Right
4	6	1	478.6	493.5	13314	13694	381	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	2	956.7	-485.5	13874	13909	36	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	3	898.7	698.1	14130	14324	195	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	4	929	516.6	14566	14854	289	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	5	777.9	512	15078	15365	288	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	6	768.9	430.9	15650	15815	166	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	7	988.5	634.6	16100	16360	261	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	8	1248.2	722.5	16388	16623	236	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	9	1352.8	723	16656	16785	130	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	10	1345.3	819	17041	17142	102	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	11	1329.6	715.4	17162	17283	122	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	12	1046.9	439.9	17536	17828	293	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	13	-1192.6	240.8	18146	18273	128	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	6	14	755.2	489.6	18352	18426	75	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
4	7	1	1273.9	1408.1	13801	13838	38	BOTH	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	2	126.6	792	14090	14276	187	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	3	371	684.1	14320	14392	73	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	4	1123.9	1485.2	14619	14666	48	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	5	1301.1	1559.5	14738	15012	275	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	6	1587.5	1304.9	15043	15280	238	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	7	1551	1341.4	15306	15783	478	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	8	913	747.4	15857	15903	47	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	9	859.8	653.4	16083	16204	122	BOTH	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	10	1000.9	133.3	16415	16693	279	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	11	645.1	-141.6	16746	16920	175	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	12	550.4	-271.1	16952	17140	189	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	13	600.1	-329.6	17159	17378	220	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	14	591.8	-294.1	17399	17440	42	BOTH	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	15	33.7	-486.5	17672	17844	173	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	7	16	89.9	-494.2	17860	18223	364	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
4	8	1	980.4	546	13322	13780	459	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	2	1371.1	427.9	13950	14574	625	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	3	2116.2	126.1	14650	14859	210	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	4	1180.1	463.5	14933	15119	187	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	5	1383.8	477.8	15148	15359	212	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	6	1357.7	380	15382	15549	168	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	7	1309.6	201.4	15584	16044	461	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	8	1352.3	217.7	16078	17064	987	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	9	1253.2	169.6	17090	17304	215	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	10	1264.8	196.8	17326	17484	159	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	11	1035.2	395.6	17536	18048	513	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	12	1263.7	483.8	18446	18761	316	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	8	13	1366.4	315.9	18798	19338	540	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Remember	Right
4	9	1	821	581.7	13857	13997	141	BOTH	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	2	1129	387.9	14212	14413	202	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	3	1351.2	306.3	14450	14771	322	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	4	1230.6	301.9	14810	15268	459	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	5	1315.4	289.4	15305	15715	411	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	6	1296	276.6	15743	17092	1350	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	7	1175.7	379.1	17258	18745	1488	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	8	1586.9	404.7	18793	19105	313	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	9	586.8	394.7	19186	19758	573	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	9	10	431.6	218.3	19803	19890	87	NONE	Right	LAMI-kids-right-scoreX.xvd	score	Cause	Right
4	10	1	358.4	472	17058	17776	719	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
4	10	2	668.2	314.7	17815	18091	277	AFTER	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
4	10	3	2924.4	1104.7	18256	18560	305	BOTH	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
4	10	4	2545.1	1442.1	18932	19046	115	BOTH	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
4	11	1	-108	740.8	14025	14340	316	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	2	607.9	552	14401	15275	875	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	3	307	553.6	15304	15736	433	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	4	594.9	398.2	15768	16040	273	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	5	548.7	354.9	16062	16911	850	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	6	1338.9	1887.5	18359	18390	32	BOTH	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	7	1229.6	1893.2	18898	18927	30	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	8	1190.1	1990.1	18941	18965	25	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	9	1244.7	1728.4	19714	19780	67	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	10	1246.2	1477.4	19789	19839	51	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	11	11	1322.6	1257.9	19859	19944	85	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
4	12	1	863.3	473.2	17872	20108	2237	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	2	809.4	422.7	20136	20654	519	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	3	787	394.7	20662	20737	76	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	4	803.3	410.7	20982	21187	206	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	5	843.6	508.4	21449	21953	505	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	6	817.5	749.3	22024	22066	43	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	7	715.5	581	22299	22436	138	BOTH	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	8	788.7	871.7	22683	23280	598	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	9	914.9	656.3	23302	23477	176	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
4	12	10	926.2	756.4	23503	23767	264	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	1	1	475.4	269.8	36473	36993	521	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	2	7.5	9	37081	37224	144	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	3	-18	-116.2	37521	37765	245	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	4	79	-97.4	37788	39144	1357	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	5	34.2	-93.8	39164	39686	523	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	6	724.3	315	39751	40194	444	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	7	592.3	548.7	40231	40583	353	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	8	584.5	630.9	40603	41861	1259	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	9	1006.5	1044.8	41922	42212	291	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	1	10	1124.7	1096.1	42238	42415	177	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	2	1	980.5	529.3	17243	17320	78	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	2	547.8	1159.8	17384	17751	368	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	3	542.5	1221.5	17767	17989	223	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	4	698.3	1221.4	18016	18254	239	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	5	836.8	1227.6	18279	18495	217	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	6	947.9	467.8	18600	18985	386	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	7	510.4	921.1	19057	19249	193	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	8	809.1	1233.3	19298	19611	314	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	9	-61.4	-423.9	19814	19913	100	AFTER	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	10	-908.9	-673.3	19974	20167	194	BOTH	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	11	-65.4	-450.6	20696	20937	242	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	12	104.5	-93.7	20984	21225	242	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	13	82.5	-106.2	21249	21842	594	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	14	781.2	341.2	21901	22174	274	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	15	323.4	59.9	22224	22364	141	NONE	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	2	16	55.3	-47.3	22396	22729	334	AFTER	Left	LAMI-kids-left-missX.xvd	miss	What if?	Left
1	3	1	1158.3	675.1	15248	15436	189	BEFORE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	2	451.8	139.4	15523	15653	131	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	3	-162.8	-214.2	15705	15867	163	NONE	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	3	4	77.7	-77.9	15907	16255	349	AFTER	Right	LAMI-kids-right-scoreX.xvd	score	What if?	Right
1	4	1	-254.2	474	15416	15678	263	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	2	-270.2	405.1	15704	16123	420	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	3	78	56.3	16177	16300	124	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	4	75.1	-148.1	16332	17043	712	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	5	-219.4	471.6	17105	17439	335	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	6	-266.3	404.9	17466	18616	1151	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	7	-278.5	380.6	18636	18904	269	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	8	-277.2	568	18996	19041	46	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	9	-286.4	432.1	19066	19375	310	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	10	-239.8	357.7	19399	19618	220	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	4	11	-262.8	373.9	19628	19961	334	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
1	6	1	1032.7	570.1	16460	17098	639	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Cause	Left
1	7	1	771.3	648.1	15931	16282	352	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	2	980.1	1272.8	16349	16832	484	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	3	896.5	155.8	18218	18509	292	BOTH	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	4	1237.3	1983.8	19422	19739	318	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	5	1186.4	1290.1	19782	19962	181	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	6	1187	1127	19983	20651	669	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	7	1176.4	1063.2	20674	20907	234	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	7	8	1127.4	1059.3	20927	21293	366	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	1	826.5	530.9	15434	15657	224	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	2	-516.5	-13.4	15802	16080	279	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	3	-52.9	372.5	16133	16392	260	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	4	-226.7	422.5	16416	17455	1040	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	5	87.1	8.6	17509	17647	139	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	6	133.8	-49	17672	18173	502	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	7	1045.5	1526	18396	18839	444	BOTH	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	8	1189.6	1693.2	19582	19823	242	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	9	1166.9	1283.9	19864	20069	206	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	10	1195.6	1181.2	20087	20481	395	NONE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	11	1198.4	1084.6	20497	20857	361	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	12	-1185.8	40.7	21090	21111	22	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	13	-1280.4	-57	21128	21209	82	AFTER	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	8	14	615.4	418	21317	21421	104	BEFORE	Right	LAMI-kids-right-missX.xvd	miss	Cause	Left
1	9	1	974.5	531.1	13432	13814	383	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	2	748.4	542.3	13852	14051	200	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	3	582.9	1272.5	14117	14364	248	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	4	894.9	1191.1	14406	14737	332	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	5	989.3	1148.5	14760	15101	342	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	6	1126.6	1099.3	15126	15315	190	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	9	7	1094.4	1090.4	15330	16483	1154	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	10	1	977.9	578.1	16530	17001	472	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	2	1394.9	1206.5	17055	17652	598	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	3	1180.4	2118.5	17706	17853	148	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	4	1201.2	1938.4	18876	19201	326	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	5	972.6	1301.1	19259	19544	286	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	6	1013.5	1068.9	19570	19926	357	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	7	999.6	459.9	20007	20348	342	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	10	8	1174	1669.3	21861	22279	418	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
1	11	1	931	467.9	14323	14614	292	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	2	-156.8	366.5	14683	14900	218	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	3	-224.7	421.7	14923	15127	205	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	4	864.1	464.9	15200	15644	445	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	5	802.1	601.4	15771	16079	309	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	6	1266.7	1637.6	16161	16523	363	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	7	1573.3	1224.8	16568	16950	383	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	8	1065.8	1124.3	16996	17273	278	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	9	1122	1040.7	17296	17584	289	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	10	1195.2	985.4	17605	17898	294	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	11	1163.9	824.3	17911	18588	678	NONE	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	11	12	1300.3	357.6	18602	18647	46	AFTER	Right	LAMI-kids-right-missX.xvd	miss	What if?	Left
1	12	1	1125.8	899.9	14132	14258	127	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	2	1118.1	1009.8	14283	14501	219	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	3	1072.3	448	14578	14778	201	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	4	1447.2	1200.5	14831	15081	251	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	5	1058.8	1013.6	15128	15286	159	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	6	1076.5	872.6	15302	15345	44	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	7	1165.8	909.2	15369	15423	55	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	8	1175.2	837	15439	15632	194	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	9	1250.7	651.7	15651	15698	48	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	10	1268.7	428.2	15716	15762	47	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	11	1265.3	1191.2	16541	17413	873	BEFORE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	12	978.9	1172.7	17449	18077	629	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	13	1042.3	1206.5	18100	18570	471	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	14	995.4	1115.1	18600	18992	393	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
1	12	15	1107	1036.2	19021	19994	974	NONE	Left	LAMI-kids-left-scoreX.xvd	score	Remember	Left
